AJ Christensen,[National Center for Supercomputing Applications (NCSA) (Posters Coordinator)]
Abhinav Golas,[Samsung Research America]
Adele Newton,"[Executive Director, CS-Can (Business Symposium Chair)]"
Adrien Dubouchet,[Activision]
Adrien Gruson,"[etsmtl.ca, McGill University]"
Alex Bryant,[SIGGRAPH 2021 Student Volunteers Chair]
Aline Normoyle,"[Bryn Mawr College, Swarthmore College, University of Pennsylvania]"
Alla Sheffer,[SIGGRAPH 2023 Technical Papers Chair]
Ana Cecilia Balliache,[SIGGRAPH 2021 Attendee Experience Manager]
Ana Cecilia Balliache Liendo,[Schell Games (Posters Chair)]
Andrea Tagliasacchi,[Google Brain]
Andres Burbano,"[SIGGRAPH 2024 Conference Chair, Universidad de los Andes (Art Papers Chair), SIGGRAPH 2021 Retrospective Chair]"
Andrew Duchowski,[Clemson University (Education Liaison)]
Angelo Pesce,"[Roblox, Activision]"
Angus Forbes,[SIGGRAPH 2021 Art Gallery Chair]
Anjul Patney,[NVIDIA]
Ann Mcnamara,[Texas A&M University]
Anna Carolina Muller Queiroz,[SIGGRAPH 2023 Immersive Pavilion Chair]
Anton Kaplanyan,"[Facebook, Oculus Research]"
Ari Rapkin Blenkhorn,"[Johns Hopkins University Applied Physics Lab, Leidos]"
Ari Shapiro,[University of Southern California]
Ari Silvennoinen,"[Activision Publishing, Inc.]"
Asiya Gizatulina,[SIGGRAPH 2023 International Resources Committee Chair]
Bart Wronski,[NVIDIA]
Bart Wroński,[NVIDIA Corporation]
Ben Lok,[SIGGRAPH 2022 Retrospective Chair]
Benjamin Watson,[North Carolina State University]
Bochang Moon,[Gwangju Institute of Science and Technology]
Bonnie Mitchell,[SIGGRAPH 2023 History Chair]
Brittany Ransom,[California State University Long Beach (Art Gallery Chair)]
Callie Holderman,[SIGGRAPH 2021 Immersive Pavilion Chair]
Carlos Cardenas,[Qualcomm Inc. (GraphicsNet Chair)]
Carlos Gonzalez-Ochoa,"[Not specified (Games Focus Area Chair), SIGGRAPH 2021 Games Focus Area Chair]"
Carol O'Sullivan,[Trinity College Dublin]
Cem Yuksel,"[SIGGRAPH 2023 Real-Time Live! Chair, University of Utah]"
Chris Evans,[SIGGRAPH 2021 Real-Time Live! Chair]
Chris Oat,[Rockstar Games]
Chris Redmann,"[Unity Technologies (Immersive Pavilion Chair), SIGGRAPH 2021 General Submissions Chair, SIGGRAPH 2022 General Submissions Chair (he/him)]"
Chris Wyman,[SIGGRAPH 2023 Courses Chair]
Chrissy Cain,[Santa Cruz Bicycles (Studio Chair)]
Christiaan Gribble,"[Advanced Micro Devices, Inc., SURVICE Engineering Company]"
Christine Holmes,"[SIGGRAPH 2023 Production Sessions Chair, Blue Sky Studios (Experience Hall Manager), Blue Sky Studios (Adaptability Focus Area Co-Chair)]"
Christoph Peters,"[University of Bonn, Intel]"
Christopher Evans,[Epic Games (Games Co-Chair)]
Colin Barré-Brisebois,"[SEED, Electronic Arts]"
Corey Toler-Franklin,[University of Florida]
Corinne Price,"[ICF (Student Volunteer Chair), ICF (Attendee Experience Manager)]"
Courtney Starrett,"[SIGGRAPH 2023 Labs Chair, Seton Hall University (Emerging Technologies Chair), SIGGRAPH 2022 Community Engagement Chair (she/her)]"
Dan Calian,[University College London]
Dan Casas,"[Universidad Rey Juan Carlos, Madrid]"
Dani Belko,[Facebook (Emerging Technologies Chair)]
Daniel Cardoso Llach,[SIGGRAPH 2022 Art Papers Chair (he/him)]
Daniel Holden,[Ubisoft La Forge]
Daria Tsoupikova,"[SIGGRAPH 2021 Art Papers Chair, SIGGRAPH 2022 Art Gallery Chair (she/her)]"
Darin Kyoichi Grant,[SIGGRAPH 2022 Electronic Theater Director (he/him)]
David McAllister,[nan]
David Spoelstra,"[MediaMachine LLC (GraphicsNet Chair), SIGGRAPH 2021 Platform Technology Liaison]"
Derek Bradley,[Disney Research]
Derek Ham,[SIGGRAPH 2022 Immersive Pavilion Chair (he/him)]
Derek Nowrouzezahrai,[McGill University]
Derrick Nau,[DreamWorks Animation (Production Sessions Chair)]
Diana Arellano,[SIGGRAPH 2022 Student Volunteers Chair (she/her)]
Douglas Lanman,[nan]
Dr. Mansi Sharma,"[Indian Institute of Technology, Delhi]"
Dylan Moore,[Not specified (Adaptive Technology Co-Chair)]
Elena Garces,"[Universidad, King Juan Carlos University]"
Elizabeth Baumel,[SIGGRAPH 2022 Games Focus Area Chair (they/them)]
Elmar Eisemann,[Delft University of Technology]
Emily Hsu,[Blizzard Entertainment (Computer Animation Festival Director)]
Eric Guérin,"[LIRIS, INSA de Lyon]"
Eric Haines,[NVIDIA]
Eric Heitz,[Unity Technologies]
Erik Brunvand,"[SIGGRAPH 2023 Conference Chair, University of Utah (SIGGRAPH Labs Co-Chair)]"
Erik Sintorn,"[Chalmers University of Technology, Sweden, Chalmers University of Technology]"
Eveline Falcão,"[SIGGRAPH 2023 Creative Development Director, SIGGRAPH 2022 Creative Development Director (she/her)]"
Everardo Reyes,[Université Paris 8 (Art Papers Editor)]
Fernando de Goes,[SIGGRAPH 2021 Courses Chair]
Forrest Lucas,[Two Bit Circus (SIGGRAPH Labs Co-Chair)]
Gabriel Zachmann,[University of Bremen]
Ginger Alford,"[SIGGRAPH 2023 Frontiers Chair, Trinity Valley School & Southern Methodist University (General Submissions Chair), SMU Lyle School of Engineering (General Submissions Chair)]"
Gracie Arenas Stritmatter,[BioWare/EA (Real-Time Live! Chair)]
Helge Rhodin,"[EPFL Lausanne, Switzerland]"
Huamin Wang,[The Ohio State University]
Ian Failes,[SIGGRAPH 2021 Special Projects Chair]
Ingo Wald,[NVIDIA]
James Tompkin,[SIGGRAPH 2023 Posters Chair]
Javier Meseguer de Paz,[Next Limit Technologies]
Jeremias Pol Jeremias-Vila,[SIGGRAPH 2021 Conference Chair]
Jeremy Cowles,[Unity Technologies]
Jesús Pérez,[URJC]
Jim Kilmer,[The OPAL Group (Pathfinders Coordinator)]
Jiri Bittner,[Czech Technical University in Prague]
Joanne Green,[University of Pittsburgh (SIGGRAPH Executive Experience Co-Chair)]
John Hable,[Unity Technologies]
John Kalaigian,[SIGGRAPH 2021 Production Sessions Chair]
John Keyser,[Texas A & M University]
Jon Hasselgren,[NVIDIA]
Jonathan Dupuy,"[Unity Technologies, Unity Research]"
Jose A. Iglesias Guitian,[University of A Coruña (UDC)]
Josef Spjut,[SIGGRAPH 2023 Games Focus Area Chair]
Joseph Cychosz,[SIGGRAPH 2023 GraphicsNet Chair]
Joshua Grow,[Zorroa (Attendee Experience Manager)]
José A. Iglesias Guitián,"[University of A Coruña (UDC), CITIC - Centre for ICT Research]"
Julia Read,[SIGGRAPH 2023 VR Theater Director]
June Kim,"[University of New South Wales (International Resources Chair), SIGGRAPH 2021 International Resources Chair, SIGGRAPH 2022 International Resources Committee Chair (she/her)]"
Kalina Borkiewicz,[SIGGRAPH 2023 Electronic Theater Director]
Kangxue Yin,[Simon Fraser University]
Kartic Subr,[University of Edinburgh]
Kevin Myers,[Activision]
Konstantin Shkurko,[University of Utah]
Kristy Pron,"[Walt Disney Imagineering (SIGGRAPH 2020 Conference Chair), SIGGRAPH 2022 Labs Chair]"
Kun Zhou,[Zhejiang University]
Larry Bafia,"[Centre for Digital Media (Creative Development Director), SIGGRAPH 2021 VR Theater Director]"
Laurent Belcour,"[Unity Technologies, Unity Research]"
Laurent Delayen,[Epic Games (Games Co-Chair)]
Leonardo Scandolo,[IMDEA Software]
Ludovic Hoyet,[INRIA Rennes - Centre Bretagne Atlantique]
MK Haley,"[Walt Disney Imagineering (SIGGRAPH Frontiers Talks Chair), Walt Disney Imagineering (ACM SIGGRAPH Frontiers Chair), SIGGRAPH 2022 Emerging Technologies Chair]"
Marc Comino,[Universitat Politècnica de Catalunya]
Marc Comino Trinidad,[Universidad Rey Juan Carlos]
Marc Olano,"[University of Maryland, Baltimore County (Real-Time Live! Chair)]"
Marco Salvi,[NVIDIA]
Marco Volino,[University of Surrey]
Mark Elendt,"[SideFX Software (Birds of a Feather Coordinator), SIGGRAPH 2021 Electronic Theater Director]"
Markus Billeter,"[School of Computing, University of Leeds, University of Leeds]"
Mashhuda Glencross,[SIGGRAPH 2023 Emerging Technologies Chair]
Matthew Cong,[Industrial Light and Magic]
Matthias Niessner,[Technical University of Munich]
Mauricio Vives,"[Autodesk, Inc.]"
Maxwell Planck,[Adventure Lab (VR Theater Director)]
Meaghan Long,[SIGGRAPH 2023 Student Volunteer Chair]
Melina Skouras,[SIGGRAPH 2021 Posters Chair]
Michael Doggett,"[Lund University, Sweden, Lund University]"
Michael McGuffin,[ETS Montreal]
Michael Reed,"[Blue Sky Studios (Courses Chair), SIGGRAPH 2021 Labs Chair]"
Michael Stengel,[NVIDIA]
Michael Vance,[Activision]
Michal Iwanicki,[Activision]
Mihai Francu,[University of Copenhagen]
Mikki Rose,[Blue Sky Studios (SIGGRAPH 2019 Conference Chair)]
Miles Macklin,[NVIDIA / University of Copenhagen]
Monica Cappiello,"[Cogswell Polytechnical College (VR Theater Director), SIGGRAPH 2021 Education Liaison, SIGGRAPH 2022 Education Liaison (she/her)]"
Morgan McGuire,[NVIDIA]
Munkhtsetseg Nandigjav,"[Savannah College of Art and Design (Creative Development Director), Savannah College of Art and Design (Electronic Theater Director), SIGGRAPH 2022 Conference Chair (she/her)]"
Muunuu Nandigjav,[nan]
Natalie Rountree,"[Not specified (Adaptive Technology Co-Chair), Not specified (Adaptability Focus Area Co-Chair)]"
Natalya Tatarchuk,[Unity Technologies]
Naty Hoffman,[Lucasfilm]
Nick Jushchyshyn,[SIGGRAPH 2023 Education Chair]
Nicolas Henchoz,[SIGGRAPH 2023 Art Papers Chair]
Nicolas Savva,"[Autodesk, Inc.]"
Nik Apostolides,[Johns Hopkins University (Art Gallery Chair)]
Niloy J. Mitra,[SIGGRAPH 2022 Technical Papers Chair (he/him)]
Norman Badler,[University of Pennsylvania]
Nuria Pelechano,"[Universitat Politecnica de Catalunya, Universitat Politècnica de Catalunya]"
Olga Diamanti,[SIGGRAPH 2022 Posters Chair (she/her)]
Olga Sorkine-Hornung,[ETH Zurich (Technical Papers Chair)]
Paul Dietz,[SIGGRAPH 2021 Emerging Technologies Chair]
Paul Lalonde,[Google]
Pedro Sander,[The Hong Kong University of Science and Technology]
Petrik Clarberg,"[NVIDIA, NVIDIA Corporation]"
Pol Jeremias-Vila,[Pixar Animation Studios (SIGGRAPH 2021 Conference Chair)]
Qi Sun,"[New York University, Adobe Research, NVIDIA]"
Romain Pacanowski,"[INRIA, CNRS]"
Ronan Boulic,[Ecole Polytechnique Federale de Lausanne]
Roy C. Anthony,[SIGGRAPH 2022 Special Projects Chair]
Sarah Rust,[Rooster Teeth (Student Volunteers Chair)]
Sebastien Hillaire,[Epic Games]
Sheldon Andrews,[École de technologie supérieure]
Shiguang Liu,[Tianjin University]
Shuang Zhao,"[University of California, Irvine, University of California Irvine]"
Sofian Khiat,[Unity Technologies]
Soufiane Khiat,[Unity Technologies]
Stanley Chan,[SIGGRAPH 2022 GraphicsNet Chair (he/him)]
Stephanie Eisenberg,[SIGGRAPH 2022 Production Sessions Chair (she/her)]
Steve McAuley,[Ubisoft Montreal]
Steve Tonneau,[University of Edinburgh]
Sumanta Pattanaik,"[UCF, University of Central Florida]"
Sung-Eui Yoon,"[KAIST, Korea Advanced Institute of Science and Technology]"
Susan Reiser,"[SIGGRAPH 2023 General Submissions Chair, UNC Asheville & Vassar College (Courses Chair)]"
Sylvain Paris,[SIGGRAPH 2021 Technical Papers Chair]
Szymon Rusinkiewicz,[Princeton University (Technical Papers Chair)]
Tamar Shinar,"[SIGGRAPH 2022 Courses Chair, University of California Riverside]"
Tamy Boubekeur,[Telecom ParisTech]
Tan Tiow Seng,[National University of Singapore]
Theresa Foley,[NVIDIA Corporation]
Thierry Frey,[Reel FX Animation Studios (SIGGRAPH Executive Experience Co-Chair)]
Tim Foley,[NVIDIA]
Tiow Seng Tan,[National University of Singapore]
Tobias Ritschel,[MPI Informatik]
Tomasz Bednarz,[ACM SIGGRAPH Frontiers Chair]
Toshiya Hachisuka,[The University of Tokyo]
Ulf Assarsson,"[Chalmers University of Technology, Chalmers University of Technology, Goteborg, Sweden]"
Vathsal Veena Shashidhar,[SIGGRAPH 2022 Frontiers Chair (he/him)]
Vib Soundrarajah,[SIGGRAPH 2021 Creative Development Director]
Victoria Rege,[Graphcore (Immersive Pavilion Chair)]
Wallace Lages,"[Northeastern University, Virginia Tech]"
Xiaoxi Liu,[Unity Technologies]
Yangos Hadjiyannis,[SIGGRAPH 2022 VR Theater Director (he/him)]
Yann Savoye,"[Liverpool John Moores University, Liverpool John Moore University / LJMU]"
Yibing Jiang,[SIGGRAPH 2022 Real-Time Live! Chair (she/her)]
Yoon Chung Han,[SIGGRAPH 2023 Art Gallery Chair]
Yury Uralsky,[NVIDIA]
Yusuke Tokuyoshi,[AMD Japan Ltd.]
Zdravko Velinov,"[Creative Assembly Sofia, Disney Research LA]"
