Adrian Sampson,[Cornell University]
Akanksha Jain,[Google]
Akshitha Sriraman,[Carnegie Mellon University]
Alexandros Daglis,[Georgia Tech]
Aritra Sengupta,[Amazon]
Arkaprava Basu,[Indian Institute of Science]
Ashish Venkat,[University of Virginia]
Baris Kasikci,"[University of Michigan, Google]"
Brandon Lucia,[Carnegie Mellon University]
Brandon Reagen,"[NYU, Meta]"
Brian Demsky,"[University of California, Irvine]"
Caroline Trippel,[Stanford University]
Changwoo Min,[Virginia Tech]
Chen Ding,[University of Rochester]
Christina Delimitrou,[MIT]
Christopher Rossbach,"[University of Texas at Austin, Katana Graph]"
Cynthia Sturton,[University of North Carolina at Chapel Hill]
Dan Tsafrir,[Technion & VMware Research]
Daniel Sorin,[Duke University]
Devesh Tiwari,[Northeastern University]
Dimitrios Skarlatos,[Carnegie Mellon University]
Djordje Jevdjic,[National University of Singapore]
Dongyoon Lee,[Stony Brook University]
Edouard Bugnion,[EPFL]
Ganesh Gopalakrishnan,[University of Utah]
Guilherme Cox,[NVIDIA]
Gustavo Petri,"[ARM Research, Cambridge, UK]"
Haris Volos,[University of Cyprus]
Haryadi S. Gunawi,[University of Chicago]
Heiner Litz,"[University of California, Santa Cruz]"
Henry Hoffmann,[University of Chicago]
Huaicheng Li,[Virginia Tech]
Hui Guan,[University of Massachusetts Amherst]
Hyoukjun Kwon,[Meta]
James Bornholt,[University of Texas at Austin]
Jason Nieh,[Columbia University]
Jayneel Gandhi,"[VMware Research, Meta]"
Jeff Chase,[Duke University]
Jia-Ju Bai,[Tinghua University]
Jieming Yin,[Nanjing University of Posts and Telecommunications]
Jingwen Leng,[Shanghai Jiao Tong University]
John Criswell,[University of Rochester]
John Kim,[KAIST]
Jonathan Balkind,[UC Santa Barbara]
Joseph Devietti,[University of Pennsylvania]
Joseph Izraelevitz,"[University of Colorado, Boulder]"
Jun Yang,[University of Pittsburgh]
Jung Ho Ahn,[Seoul National University]
Kanchi Gopinath,[Plaksha Univ]
Kevin Skadron,[University of Virginia]
Kiwan Maeng,[Pennsylvania State University]
Klaus v. Gleissenthall,[Vrije Universiteit Amsterdam]
Kristin Barber,[Google]
Laurent Bindschaedler,[MPI-SWS]
Lieven Eeckhout,[Ghent University]
Lluís Vilanova,[Imperial College London]
Marios Kogias,"[Imperial College London, Microsoft Research]"
Martha Kim,[Columbia University]
Martin Rinard,[MIT]
Mary Hall,[University of Utah]
Matthew Hicks,[Virginia Tech]
Meghan Cowan,[Google]
Michael Bond,[Ohio State University]
Michael Swift,[University of Wisconsin-Madison]
Mingyu Gao,[Tinghua University]
Minjia Zhang,[Microsoft Research]
Mohammad Shahrad,[University of British Columbia]
Myoungsoo Jung,[KAIST]
Nadav Amit,[VMware Research Group]
Nandita Vijaykumar,[University of Toronto]
Natalie Enright Jerger,[University of Toronto]
Nathan Beckmann,[CMU]
Nathan Dautenhahn,[Rice University]
Pedro Fonseca,[Purdue University]
Prashant J. Nair,[University of British Columbia]
Przemysław Pawełczak,[Delft University of Technology]
Radha Venkatagiri,[Georgetown University]
Rajeev Balasubramonian,[University of Utah]
Ravi Rajwar,[Google]
Rodrigo Bruno,"[INESC-ID, IST, ULisboa]"
Rong Chen,[Shanghai Jiao Tong University]
Rujia Wang,[Illinois Institute of Technology]
Santosh Nagarakatte,[Rutgers University]
Sara Achour,[Stanford University]
Saugata Ghose,[University of Illinois Urbana-Champaign]
Sergey Blagodurov,[AMD]
Shih-Wei Li,[National Taiwan University]
Shoaib Akram,[Australian National University]
Shuang Chen,[Huawei]
Steve Reinhardt,[Microsoft]
Steven Swanson,[UC San Diego]
Stijn Eyerman,[Intel]
Sudarsun Kannan,[Rutgers University]
Sumanth Gudaparthi,[AMD Research]
Sundar Dev,[Google]
Suvinay Subramanian,[Google]
Swami Sundararaman,[IBM Research]
Swamit Tannu,"[University of Wisconsin, Madison]"
Tae Jun Ham,[Google]
Tamara Lehman,"[University of Colorado, Boulder]"
Thaleia Dimitra Doudali,[IMDEA Software Institute]
Tony Gutierrez,[AMD Research]
Tony Nowatzki,"[University of California, Los Angeles]"
Trevor E. Carlson,[National University of Singapore]
Tushar Krishna,[Georgia Institute of Technology]
Vasilis Gavrielatos,[Huawei Research UK]
Vidushi Dadu,[Google]
Wenjie Xiong,"[Facebook, Virginia Tech]"
Xipeng Shen,"[North Carolina State University, Facebook]"
Xu Liu,[North Carolina State University]
Yatin A. Manerkar,[University of Michigan]
Yongshan Ding,[Yale University]
Yu Hua,[Huazhong University of Science and Technology]
Ada Gavrilovska,[Georgia Tech]
Adrian Sampson,[Cornell University]
Adwait Jog,[William & Mary]
Akanksha Jain,[Google]
Akshitha Sriraman,"[University of Michigan, Carnegie Mellon University]"
Ali Javadi-Abhari,[IBM]
Ali Saidi,[Amazon]
Amirhossein Mirhosseini,[University of Michigan]
Angela Demke Brown,[University of Toronto]
Antoine Kaufmann,[MPI-SWS]
Baptiste Lepers,[The University of Sydney]
Baris Kasikci,[University of Michigan]
Caroline Trippel,[Stanford University]
Changhee Jung,[Purdue University]
Christina Delimitrou,[Cornell University]
Christopher Fletcher,"[University of Illinois, Urbana-Champaign]"
Christopher Hughes,[Intel]
Christopher Rossbach,"[University of Texas at Austin, Katana Graph]"
Dan Ports,[Microsoft Research]
Dan Tsafrir,"[Technion, VMware Research]"
Daniel Jiménez,[Texas A&M University]
Daniel Lustig,[NVIDIA]
David Meisner,[Harvard University]
David Nellans,[University of Texas at Austin]
David Sidler,[ETH Zurich]
David Wood,[University of Wisconsin-Madison]
Dongyoon Lee,[Stony Brook University]
Eiman Ebrahimi,[Facebook]
Emery D. Berger,[UMass Amherst]
Eugene Gorbatov,[AMD Research]
Gabe Fierro,"[University of California, Berkeley]"
Gernot Heiser,[UNSW Sydney]
Hadi Jooybar,[University of Texas at Austin]
Haggai Eran,[Technion - Israel Institute of Technology]
Hillery Hunter,[IBM Research]
Hiroshi Sasaki,[The University of Tokyo]
Hormozd Gahvari,[University of Washington]
Hyoukjun Kwon,[Meta]
I-Ting Angelina Lee,[Washington University in St. Louis]
Jacob Nelson,"[University of Utah, Facebook]"
Jake Wires,[NVIDIA]
James Bornholt,[University of Texas at Austin]
Jason Mars,[University of Michigan]
Jason Mars,"[University of Michigan, Clinc Inc]"
Jennifer B. Sartor,[Google]
Jim Pappas,[Intel]
Jonathan M. Smith,[University of Pennsylvania]
Joshua Wise,[Google]
Kai Shen,"[University of Rochester, Google]"
Kane S. Kim,[Google]
Karthikeyan Sankaralingam,[University of Wisconsin-Madison]
Karthik Pattabiraman,[University of British Columbia]
Kathryn S. McKinley,[Google]
Kevin Loughlin,[Harvard University]
Krste Asanović,[MIT]
Kyle Rupnow,[Facebook]
Leif Anderson,[NVIDIA]
Lena Olson,[NVIDIA]
Linh T.X. Phan,[University of Pennsylvania]
Manish Arora,[Intel]
Manos Kapritsos,[University of Texas at Austin]
Maria Christakis,[EPFL]
Michael Bedford Taylor,"[University of California, San Diego]"
Michael Bond,[Ohio State University]
Michael Laurenzano,[Google]
Michael L. Scott,[University of Rochester]
Michael Wei,[Google]
Mike Ferdman,[Stony Brook University]
Mike O'Connor,[NVIDIA]
Mohit Tiwari,[UT Austin]
Morteza Alipour,[University of Texas at Austin]
Nadav Amit,[VMware Research]
Nandita Vijaykumar,[University of Toronto]
Natalie Enright Jerger,[University of Toronto]
Nathan Dautenhahn,[Rice University]
Nathan Otterness,[NVIDIA]
Naveen Muralimanohar,[Microsoft]
Neal C. Wadhwa,[NVIDIA]
Nicholas Hunt,[AMD Research]
Niladrish Chatterjee,[University of Utah]
Nima Honarmand,[Facebook]
Nitin A. Kulkarni,[IBM Research]
Onur Mutlu,"[ETH Zürich, Microsoft Research]"
Oscar Boykin,[University of Washington]
Pierre Michaud,[INRIA]
Qingyuan Deng,"[University of California, San Diego]"
Rachel Haga,[NVIDIA]
Ravi Iyer,[Intel]
Ravi Rajwar,[Google]
Ravi Shankar,[Rice University]
Remy Endres,[Microsoft]
Rodric Rabbah,[IBM]
Ron Sass,[University of Wisconsin-Madison]
Saugata Ghose,[University of Illinois Urbana-Champaign]
Seth Pugsley,"[University of California, San Diego]"
Sergey Blagodurov,[AMD Research]
Stacy Patterson,[Ritz-Carlton]
Steven Swanson,[UC San Diego]
Tareq Malas,[University of Texas at Austin]
Tim Harris,"[Microsoft Research, University of Washington]"
Tim Kaldewey,[Intel]
Timothy M. Jones,"[University of Cambridge, Microsoft Research]"
Timothy Roscoe,[ETH Zurich]
Todd Mytkowicz,[Microsoft]
Tyler Hunt,[AMD Research]
Ulya Karpuzcu,[University of Minnesota]
Valeria Bertacco,[University of Michigan]
Vasileios Spiliopoulos,"[Huawei UK Research Centre, Imperial College London]"
Vijay Reddi,[University of Texas at Austin]
Wen Wen,[University of Michigan]
Yan Solihin,[University of Central Florida]
Yiying Zhang,"[Purdue University, Facebook]"
Yifan Sun,[NVIDIA]
Yiying Zhang,[Purdue University]
Yu Zhang,[Microsoft]
Zeshan Chishti,[Microsoft]
Arkaprava Basu,[Indian Institute of Science]
Ashish Venkat,[University of Virginia]
Brandon Lucia,[Carnegie Mellon University]
Brian Demsky,"[University of California, Irvine]"
Caroline Trippel,[Stanford University]
Changwoo Min,[Virginia Tech]
Chen Ding,[University of Rochester]
Christina Delimitrou,[MIT]
Christopher Rossbach,[University of Texas at Austin and Katana Graph]
Cynthia Sturton,[University of North Carolina at Chapel Hill]
Dan Tsafrir,[Technion & VMware Research]
Daniel Sorin,[Duke University]
Devesh Tiwari,[Northeastern University]
Dimitrios Skarlatos,[Carnegie Mellon University]
Djordje Jevdjic,[National University of Singapore]
Dongyoon Lee,[Stony Brook University]
Edouard Bugnion,[EPFL]
Ganesh Gopalakrishnan,[University of Utah]
Guilherme Cox,[NVIDIA]
Gustavo Petri,"[ARM Research, Cambridge, UK]"
Haris Volos,[University of Cyprus]
Haryadi S. Gunawi,[University of Chicago]
Heiner Litz,"[University of California, Santa Cruz]"
Henry Hoffmann,[University of Chicago]
Huaicheng Li,[Virginia Tech]
Hui Guan,[University of Massachusetts Amherst]
Hyoukjun Kwon,[Meta]
James Bornholt,[University of Texas at Austin]
Jason Nieh,[Columbia University]
Jayneel Gandhi,"[VMware Research, Meta]"
Jeff Chase,[Duke University]
Jia-Ju Bai,[Tinghua University]
Jieming Yin,[Nanjing University of Posts and Telecommunications]
Jingwen Leng,[Shanghai Jiao Tong University]
John Criswell,[University of Rochester]
John Kim,[KAIST]
Jonathan Balkind,[UC Santa Barbara]
Joseph Devietti,[University of Pennsylvania]
Joseph Izraelevitz,"[University of Colorado, Boulder]"
Jun Yang,[University of Pittsburgh]
Jung Ho Ahn,[Seoul National University]
Kanchi Gopinath,[Plaksha Univ]
Kevin Skadron,[University of Virginia]
Kiwan Maeng,[Pennsylvania State University]
Klaus v. Gleissenthall,[Vrije Universiteit Amsterdam]
Kristin Barber,[Google]
Laurent Bindschaedler,[MPI-SWS]
Lieven Eeckhout,[Ghent University]
Lluís Vilanova,[Imperial College London]
Marios Kogias,"[Imperial College London, Microsoft Research]"
Martha Kim,[Columbia University]
Martin Rinard,[MIT]
Mary Hall,[University of Utah]
Matthew Hicks,[Virginia Tech]
Meghan Cowan,[Google]
Michael Bond,[Ohio State University]
Michael Swift,[University of Wisconsin-Madison]
Mingyu Gao,[Tinghua University]
Minjia Zhang,[Microsoft Research]
Mohammad Shahrad,[University of British Columbia]
Myoungsoo Jung,[KAIST]
Nadav Amit,[VMware Research Group]
Nandita Vijaykumar,[University of Toronto]
Nicholas Hunt,[AMD Research]
Nima Honarmand,[Meta Platforms]
Oded Maler,[VERIMAG]
Per Stenström,[Chalmers University of Technology]
Petr Tuma,[Charles University]
Pierre Michaud,[Université Paris-Saclay]
Prashanth Menon,[Intel]
Qian Liu,[Texas A&M University]
Qingyuan Deng,"[University of California, San Diego]"
Ravi Iyer,[Intel]
Ravishankar Iyer,[IIT Ropar]
Roch Archambault,[NVIDIA]
Rumana Aktar,[Queensland University of Technology]
Sanjeev Das,[North Carolina State University]
Saugata Ghose,[University of Illinois Urbana-Champaign]
Sergey Blagodurov,[AMD Research]
Sivaramakrishnan Radhakrishnan,[University of Texas at Austin]
Stephen Smaldone,[Rutgers University]
Syed Kamran Haider,[National University of Sciences and Technology]
Teng Li,[Intel]
Tim Harris,"[Microsoft Research, University of Washington]"
Tim Kaldewey,[Intel]
Timothy M. Jones,"[University of Cambridge, Microsoft Research]"
Timothy Roscoe,[ETH Zurich]
Todd Austin,"[University of Michigan, Google]"
Tyler Sorensen,[Microsoft]
Vasileios Porpodas,[NVIDIA]
Vasileios Spiliopoulos,"[Huawei UK Research Centre, Imperial College London]"
Victor van der Veen,[Université Paris-Saclay]
Vincent St-Amour,[University of Rochester]
Yanqi Zhang,[University of Maryland]
Yechen Li,[Virginia Tech]
Yiying Zhang,[Purdue University]
Yongwei Wu,"[State University of New York, Binghamton]"
Yuxiong He,[Tinghua University]
Zehra Sura,[North Carolina State University]
Zhi Wang,[Virginia Tech]
